ParcelId,Address,UseCode,SquareFootage,Stories,YearBuilt,OccType,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssuedDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude
04875-080-000,200 3RD ST MEXICO BEACH 32410,SINGLE FAM (000100),1408,2,1983,SFR AVERG,AVERAGE,MODULAR MT,PLYWOOD,,CARPET,"['19MB-RR0387', '7723', '912925']","['20191018', '19990805', '19910507']","['RERF', 'RERF', 'ALTR']","['RE-ROOF', 'RE-ROOF', 'ALTERATION']","['0', '0', '1,000']",29.93285,-85.393711
04875-079-000,204 3RD ST MEXICO BEACH 32410,SINGLE FAM (000100),1312,1,1974,SFR AVERG,PREFAB; CONC BLOCK,MODULAR MT,DRYWALL,,CLAY TILE,"['19MB-RB0297', '15-2734', '14-2702', '2309957', '9504367']","['20190510', '20150113', '20141124', '20091203', '19950512']","['REMO', 'STOR', 'CRPT', 'ROOF', 'ADD']","['REMODEL', 'STORAGE SHED', 'CARPORT', 'ROOF', 'ADDITION']","['3,900', '3,500', '2,600', '0', '1,575']",29.933,-85.393548
04874-010-000,207 ALABAMA DR MEXICO BEACH 32410,SINGLE FAM (000100),2010,1,2007,SFR MODULR,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0227', '18MB-RR0222', '18MB-RR0164', '10289939', '0437']","['20190415', '20181221', '20181210', '20091028', '20070316']","['REMO', 'RERF', 'RERF', 'CRPT', 'NC']","['REMODEL', 'RE-ROOF', 'RE-ROOF', 'CARPORT', 'SFD']","['6,000', '0', '0', '0', '138,240']",29.932937,-85.393127
04874-000-000,201 ALABAMA DR MEXICO BEACH 32410,SINGLE FAM (000100),2016,1,1996,SFR AVERG,AL SIDING,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['18MB-RR0221', '18-3808', '96-02149', '', '9412194']","['20181221', '20180212', '19960219', '19960215', '19941213']","['RERF', 'POOL', 'ADD', 'ADD', 'NC']","['RE-ROOF', 'POOL', 'ADDITION', 'ADDITION', 'NEW CONST.']","['0', '25,250', '3,500', '3,500', '28,224']",29.932584,-85.39356
04872-010-000,44 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2808,2,2001,SFR GOOD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,['B1426'],['20010725'],['NC'],['NEW CONST.'],"['114,000']",29.927845,-85.390172
04872-000-000,46 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),4948,3,2003,SFR PILING,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['21MB-RB0145', '21MB-RR0026', '19MB-RM0202', 'B01256', 'RF0550', 'B0129']","['20210714', '20210615', '20190404', '20030522', '20030417', '20021216']","['ADD', 'RERF', 'REMO', 'XTRA', 'ROOF', 'NC']","['ADDITION', 'RE-ROOF', 'REMODEL', 'EXTRA FEAT', 'ROOF', 'NEW CONST.']","['0', '0', '9,000', '851', '0', '230,000']",29.928403,-85.390671
04871-010-000,42 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1460,1,1998,SFR PILING,VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['02101011', '9714083']","['20100402', '19971219']","['DECK', 'NC']","['DECK', 'NEW CONST.']","['2,000', '26,712']",29.927773,-85.390104
04870-010-000,56 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),3900,1,2016,SFR PILING,AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE,"['19MB-RB0507', '19MB-RB0217', '18MB-RR0151', '16-3092', '15-3013']","['20190829', '20190410', '20181206', '20160328', '20151229']","['REMO', 'REMO', 'RERF', 'ROOF', 'NC']","['REMODEL', 'REMODEL', 'RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['30,000', '36,897', '0', '0', '240,846']",29.928276,-85.390584
04870-000-000,51 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1964,1,2015,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-RR0041', '15-2844', '15-2808']","['20190109', '20150521', '20150422']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '0']",29.928959,-85.390913
04869-010-000,58 MAGNOLIA AVE MEXICO BEACH 32410,SINGLE FAM (000100),2926,2,1990,SFR PILING,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0412', '3660779']","['20191211', '19900514']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '42,000']",29.929021,-85.391333
04869-000-000,53 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1987,1,2016,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK,"['16-3183', '16-3181', '16-3071']","['20160620', '20160616', '20160224']","['DECK', 'ROOF', 'NC']","['DECK & SIDING', 'ROOF', 'SINGLE FAMILY']","['10,200', '0', '221,695']",29.92911,-85.391074
04868-000-000,62 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2962,2,2002,SFR AVERG,CB STUCCO,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['19MB-RB0231', '18MB-RR0135', 'RF1220', 'B603']","['20190416', '20181204', '20020918', '20020226']","['REMO', 'RERF', 'ROOF', 'NC']","['REMODEL', 'RE-ROOF', 'ROOF', 'NEW CONST.']","['50,000', '0', '0', '156,110']",29.929172,-85.391494
04867-000-000,59 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1925,1,1976,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,"['18MB-RR0185', '924400']","['20181214', '19920518']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '0']",29.929261,-85.391235
04865-000-000,61 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1634,1,1967,SFR AVERG,COMMON BRK,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['19-0325', '15-2988', '41080629', '3512']","['20190523', '20151106', '20080410', '19990325']","['STOR', 'RERF', 'ROOF', 'XTRA']","['STORAGE', 'RERF', 'ROOF', 'EXTRA FEAT']","['3,325', '0', '567', '1,300']",29.929413,-85.391396
04864-010-000,68 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),6314,2,2018,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,['17-3640'],['20171002'],['NC'],['SINGLE FAMILY'],"['539,867']",29.928707,-85.390996
04864-000-000,63 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),2144,2,1972,SFR AVERG,CONC BLOCK; VINYL,MODULAR MT,PLYWOOD; DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0123', '19MB-RB0039', '19MB-RR0082', 'B1870', 'B1870']","['20190214', '20190123', '20190123', '20020819', '20020703']","['RERF', 'REMO', 'RERF', 'RENO', 'RENO']","['RE-ROOF', 'REMODEL', 'RE-ROOF', 'RENOVATION', 'RENOVATION']","['0', '13,500', '0', '2,500', '2,500']",29.9296,-85.391594
04863-000-000,60 MAGNOLIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2776,1,2014,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['13-2410', '13-2319']","['20131011', '20130423']","['NC', 'DEM']","['SINGLE FAMILY', 'DEMO']","['191,500', '0']",29.92842,-85.390722
04862-010-000,48 OAK ST MEXICO BEACH 32410,SINGLE FAM (000100),3395,2,2006,SFR PILING,VINYL,STAND SEAM,DRYWALL,,HARDWOOD,"['20MB-RB0136', '19MB-RB0367', '18-0083', '04-107']","['20200309', '20190620', '20181116', '20041204']","['REMO', 'REMO', 'RERF', 'NC']","['REMODEL', 'REMODEL', 'RERF', 'NEW CONST.']","['200,000', '30,000', '0', '225,000']",29.929013,-85.390871
04862-000-000,50 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1564,1,2019,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,CARPET,"['18-3862', '17-3534']","['20180308', '20170630']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '174,157']",29.929156,-85.390446
04861-020-000,139 PALM ST MEXICO BEACH 32410,SINGLE FAM (000100),2730,1,1983,SFR PILING,PREFAB,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['19MB-RR0226', '18-0012', 'B1622', '5088', '9610839']","['20190328', '20180402', '20010831', '19990507', '19960912']","['RERF', 'RERF', 'ADD', 'XTRA', 'ROOF']","['RERF', 'RERF', 'ADDITION', 'EXTRA FEAT', 'ROOF']","['0', '0', '3,000', '1,500', '0']",29.929503,-85.390249
04861-015-000,52 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),3960,2,1984,SFR AVERG,VINYL; WD FR STUC,STAND SEAM,DRYWALL,,SHT VINYL; CARPET,"['19MB-RB0305', '18-0071', '16-3218', 'RF1159']","['20190515', '20181114', '20160811', '20020826']","['REMO', 'RERF', 'ADD', 'RERF']","['REMODEL', 'RERF', 'SCHED/SCREEN ROOM', 'RE-ROOF']","['40,000', '0', '10,000', '0']",29.929325,-85.390587
04861-010-000,54 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),2061,1,1983,SFR AVERG,CEDAR,STAND SEAM,DRYWALL,,SHT VINYL; CARPET,['9802139'],['19980303'],['ROOF'],['ROOF'],['0'],29.929457,-85.390769
04861-000-000,57 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1769,1,1984,SFR AVERG,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CARPET,"['18-0103', '18-0011', 'B448', '9807611']","['20181119', '20180402', '20020227', '19980728']","['RERF', 'RERF', 'RENO', 'ROOF']","['RERF', 'RERF', 'RENOVATION', 'ROOF']","['0', '0', '8,300', '0']",29.929638,-85.390426
04860-000-000,58 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1330,2,1985,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['18-0104', '18101092', 'B023', 'B206']","['20181119', '20100816', '20030106', '20010201']","['RERF', 'NC', 'ADD', 'RENO']","['RERF', 'NEW CONST.', 'ADDITION', 'RENOVATION']","['0', '0', '2,499', '2,400']",29.929648,-85.391063
04857-010-000,121 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),1432,1,1974,SFR AVERG,AVERAGE,ENG SHINGL,PLYWOOD,,CORK/VTILE,['19MB-RR0136'],['20190221'],['RERF'],['RE-ROOF'],['0'],29.927763,-85.389508
04856-010-000,124 PALM ST MEXICO BEACH 32456,SINGLE FAM (000100),3510,3,2018,SFR GOOD,ABOVE AVG.; BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0149', '17-3597', '17-3532']","['20190226', '20170829', '20170627']","['RERF', 'ROOF', 'NC']","['RE-ROOF', 'NEW ROOF', 'SINGLE FAMILY']","['0', '0', '312,604']",29.927966,-85.389829
04856-005-000,125 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),1960,1,1998,SFR PILING,VINYL,ENG SHINGL,DRYWALL,,VINYL PLNK; CARPET,['9805572'],['19980602'],['NC'],['NEW CONST.'],"['60,180']",29.928176,-85.389518
04856-000-000,126 PALM ST MEXICO BEACH 32410,SINGLE FAM (000100),1952,2,1970,SFR PILING,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['21MB-RR0013', '16-3319']","['20210326', '20161128']","['RERF', 'RERF']","['RERF', 'RERF']","['0', '0']",29.928172,-85.389834
04855-020-000,130 PALM ST MEXICO BEACH 32410,SINGLE FAM (000100),4960,2,2002,SFR PILING,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,,VINYL PLNK,"['21MB-RR0014', '20MB-RB0229', '20MB-RB0142', '19MB-RR0122', '16-3105']","['20210321', '20200609', '20200316', '20190214', '20160408']","['RERF', 'REMO', 'REMO', 'RERF', 'ADD']","['RE-ROOF', 'REMODEL', 'REMODEL', 'RE-ROOF', 'SUNROOM']","['0', '9,500', '50,000', '0', '18,400']",29.928378,-85.389837
04852-000-000,134 PALM ST MEXICO BEACH 32410,SINGLE FAM (000100),1580,1,1973,SFR AVERG,CB STUCCO,MODULAR MT,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,"['14-2612', '050100', '050101', '923874', '20986']","['20140805', '20051130', '20051130', '19920430', '19901004']","['SIDG', 'RERF', 'RERF', 'ALTR', 'ADD']","['SIDING', 'RE-ROOF', 'RE-ROOF', 'ALTERATION', 'ADDITION']","['15,000', '540', '240', '500', '1,000']",29.928997,-85.38985
04849-010-000,140 PALM ST MEXICO BEACH 32410,SINGLE FAM (000100),3691,1,1968,SFR AVERG,COMMON BRK; CB STUCCO,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['20MB-RB0041', '18-0054', 'ROOF']","['20200204', '20180827', '20080926']","['STOR', 'RERF', 'ROOF']","['POLE BARN/SHED', 'RERF', 'ROOF']","['20,000', '0', '2,000']",29.929587,-85.389693
04846-050-000,117 HWY 386 MEXICO BEACH 32456,SINGLE FAM (000100),3574,1,2018,SFR PILING,BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE,['18-0023'],['20180417'],['NC'],['SINGLE FAMILY'],"['229,000']",29.928493,-85.38876
04846-000-000,116 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2532,1,2008,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,HARDWOOD; CARPET,"['19MB-RB0167', '19MB-RR0210', '52880653', '12047']","['20190321', '20190321', '20080528', '20071204']","['REMO', 'RERF', 'NC', 'DEM']","['REMODEL', 'RE-ROOF', 'NEW CONST.', 'DEMOLITION']","['22,000', '0', '178,000', '0']",29.927274,-85.389124
04845-000-000,118 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2284,1,1996,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RR0110', '17-3739', '9603081', '9603081']","['20190206', '20171215', '19960307', '19960228']","['RERF', 'ADD', 'NC', 'NC']","['RE-ROOF', 'BATHROOM', 'NEW CONST.', 'NEW CONST.']","['0', '20,000', '47,019', '78,000']",29.927336,-85.389125
04844-000-000,121 HWY 386 MEXICO BEACH 32410,SINGLE FAM (000100),4299,1,1984,SFR AVERG,AVERAGE,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,"['20MB-RR0051', '20MB-RB0141', '96-02677', '9402193']","['20200430', '20200402', '19960228', '19940310']","['RERF', 'REMO', 'XTRA', 'ADD']","['RE-ROOF', 'REMODEL', 'EXTRA FEAT', 'ADDITION']","['0', '260,000', '200', '250']",29.928493,-85.38876
04843-000-000,120 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2050,1,1985,SFR AVERG,CONC BLOCK,ENG SHINGL,DRYWALL,,SHT VINYL,"['19MB-RR0245', '72480685', '9412282']","['20190416', '20080724', '19941215']","['RERF', 'RERF', 'XTRA']","['RE-ROOF', 'RE-ROOF', 'EXTRA FEAT']","['12,437', '2,040', '2,900']",29.927397,-85.389126
04842-000-000,122 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),3760,1,2001,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['19MB-RB0547', '19MB-RR0214', '19MB-RB0166', '19MB-RR0185', 'RF1018', 'B1033']","['20190930', '20190322', '20190321', '20190306', '20010816', '20010604']","['REMO', 'RERF', 'REMO', 'RERF', 'ROOF', 'NC']","['REMODEL', 'RE-ROOF', 'REMODEL', 'RE-ROOF', 'ROOF', 'NEW CONST.']","['85,000', '0', '85,000', '0', '0', '148,988']",29.927459,-85.389127
04841-030-000,123 HWY 386 MEXICO BEACH 32410,SINGLE FAM (000100),2208,1,1982,SFR AVERG,AVERAGE,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RR0358', '19MB-RB0346', '19MB-RB0083', '71390887', '4658']","['20190819', '20190604', '20190207', '20090713', '19901114']","['RERF', 'REMO', 'REMO', 'RERF', 'ROOF']","['RE-ROOF', 'REMODEL', 'REMODEL', 'RE-ROOF', 'ROOF']","['0', '95,000', '50,000', '0', '0']",29.928493,-85.38876
04840-020-000,128 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),1448,1,1983,SFR AVERG,CONC BLOCK; COMMON BRK,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,29.928387,-85.389048
04840-000-000,129 HWY 386 MEXICO BEACH 32410,SINGLE FAM (000100),3660,1,2009,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0077', '12180737']","['20190122', '20081121']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '410,000']",29.928493,-85.38876
04839-020-000,130 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2914,1,2001,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['B593', 'B868']","['20040304', '20000816']","['ADD', 'NC']","['ADDITION', 'NEW CONST.']","['4,150', '125,000']",29.928593,-85.389052
04839-000-000,132 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),3278,2,1982,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['51980647', 'B2608', 'B439']","['20080519', '20021202', '20020227']","['RERF', 'ADD', 'RENO']","['RE-ROOF', 'ADDITION', 'RENOVATION']","['1,224', '300', '2,400']",29.928799,-85.389056
04837-010-000,133 HWY 386 MEXICO BEACH 32410,SINGLE FAM (000100),3704,2,1989,SFR AVERG,PREFAB; STONE,ENG SHINGL,DRYWALL,,NONE,"['18-0075', '12790771']","['20181115', '20090127']","['RERF', 'RERF']","['RERF', 'RE-ROOF']","['0', '1,768']",29.928802,-85.388734
04835-020-000,139 HWY 386 MEXICO BEACH 32410,SINGLE FAM (000100),2862,1,2014,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['17-3469', '14-2556', '14-2516']","['20170501', '20140530', '20140327']","['STOR', 'ROOF', 'NC']","['STORAGE', 'ROOF', 'SINGLE FAMILY']","['0', '0', '0']",29.929421,-85.388749
04835-010-000,141 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),2250,1,2003,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0378', 'RF-1048', 'BO1308']","['20191004', '20030715', '20030611']","['ROOF', 'ROOF', 'NC']","['ROOF', 'ROOF', 'NEW CONST.']","['0', '0', '114,566']",29.929676,-85.388669
04835-000-000,140 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),3222,1,1968,SFR AVERG,PREFAB; COMMON BRK,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['18MB-RR0064', '12-2137', 'B-1808', 'RF1666']","['20181002', '20120411', '20030812', '20021204']","['RERF', 'RENO', 'ADD', 'RERF']","['RERF', 'ENCLOSE CARPORT', 'ADDITION', 'RE-ROOF']","['0', '0', '1,188', '0']",29.929634,-85.389143
04833-080-000,66 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),3206,2,2001,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,HARDWOOD; CARPET,"['19MB-RR0224', 'N777', 'B806']","['20190327', '20000901', '20000828']","['RERF', 'NC', 'ADD']","['RE-ROOF', 'NEW CONST.', 'ADDITION']","['0', '122,452', '800']",29.929976,-85.391584
04833-000-000,64 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),2108,1,2020,SFR GOOD,BD/BTN ABV,STAND SEAM,DRYWALL,,CARPET; VINYL PLNK,"['20MB-RR0014', '19MB-RB0348']","['20200121', '20190610']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '300,000']",29.929979,-85.391339
04832-000-000,60 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),2432,1,1984,SFR AVERG,CEDAR,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['18-0102', '17-3745', '0504105', '9605140']","['20181119', '20171229', '20050516', '19960425']","['RERF', 'ADD', 'RERF', 'RENO']","['RERF', 'ADDITION', 'RE-ROOF', 'RENOVATION']","['0', '4,000', '2,322', '2,300']",29.930012,-85.390796
04831-000-000,56 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1917,1,2003,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['21MB-RB0006', '20MB-RB0326', '20MB-RB0429', '20MB-RB0415', '18-0101', 'B0865', 'RF375', 'B2553']","['20210222', '20210119', '20210104', '20201230', '20181110', '20030408', '20030322', '20020708']","['ROOF', 'POOL', 'STOR', 'UDG', 'RERF', 'ADD', 'ROOF', 'NC']","['ROOF', 'POOL/HOT TUB', 'POLE BARN/SHED', 'DET GARAGE', 'RERF', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '32,859', '7,188', '92,141', '0', '2,400', '0', '75,000']",29.930016,-85.390443
04830-010-000,54 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1656,2,1983,SFR AVERG,CB STUCCO; BD/BAT AVG,MODULAR MT,MINIMUM,,CARPET,"['18MB-RR0163', '91-7007']","['20181227', '19910930']","['RERF', 'ADD']","['RE-ROOF', 'ADDITION']","['0', '2,000']",29.93002,-85.390011
04828-010-000,44 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1987,1,2002,SFR AVERG,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-SID0037', '18MB-RR0228', '15-2764', 'B1916']","['20191031', '20181227', '20150303', '20020823']","['SIDG', 'RERF', 'ADD', 'NC']","['SIDING', 'RE-ROOF', 'ADDITION', 'NEW CONST.']","['16,600', '0', '30,000', '77,775']",29.930031,-85.388969
04828-000-000,42 AZALEA DR MEXICO BEACH 32456,SINGLE FAM (000100),1610,1,2006,SFR PILING,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-RR0042', '12333']","['20190110', '20031220']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '0']",29.929934,-85.38867
04825-000-000,115 32ND ST MEXICO BEACH 32410,SINGLE FAM (000100),2464,2,2015,SFR GOOD,BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['15-2783', '14-2553', '01580724', '550043']","['20150320', '20140522', '20081015', '20051005']","['NC', 'ADD', '', '']","['SINGLE FAMILY', 'BOAT LIFT', 'BOAT HOUSE', 'BOAT HOUSE']","['190,760', '0', '0', '9,000']",29.950091,-85.419416
04824-015-000,119 32ND ST N MEXICO BEACH 32410,SINGLE FAM (000100),3278,3,2004,SFR GOOD,BD/BTN ABV,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0056', '11276358', '3-083817']","['20190129', '20061127', '20031112']","['REMO', 'NC', 'NOC']","['REMODEL', 'BOAT HOUSE', 'NOTICE COM']","['35,000', '7,420', '0']",29.950208,-85.419703
04824-010-000,117 32ND ST N MEXICO BEACH 32410,SINGLE FAM (000100),2484,2,2004,SFR GOOD,BD/BAT AVG,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0538', '19MB-RR0196', '04-72', 'B1102', 'B-2743', '8609', '9406176', '3660798']","['20191205', '20190318', '20040714', '20040426', '20031208', '19990802', '19940627', '19900612']","['REMO', 'RERF', 'NC', 'NC', 'NC', 'XTRA', 'ADD', 'MH']","['REMODEL', 'RE-ROOF', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'EXTRA FEAT', 'ADDITION', 'MOBILE HME']","['12,000', '0', '125,000', '133,161', '185,190', '1,000', '4,700', '0']",29.950134,-85.419566
04823-010-020,111 32ND ST N MEXICO BEACH 32410,SINGLE FAM (000100),2052,3,2002,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,VINYL PLNK; CLAY TILE,"['20MB-RB0037', '17-3608']","['20200129', '20170909']","['REMO', 'RENO']","['REMODEL', 'REBUILD BOATSHED']","['33,450', '3,500']",29.949937,-85.419166
04823-010-010,105 32ND ST N MEXICO BEACH 32410,SINGLE FAM (000100),2160,3,2002,SFR GOOD,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,29.949696,-85.419125
04823-010-000,107 32ND ST N MEXICO BEACH 32410,SINGLE FAM (000100),2160,3,2003,SFR GOOD,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['B2338', 'B604', 'B603', 'B602']","['20020711', '20010402', '20010402', '20010402']","['ADD', 'NC', 'NC', 'NC']","['ADDITION', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['3,000', '172,584', '125,188', '142,256']",29.949812,-85.419142
04822-000-000,45 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),4362,1,1985,SFR AVERG,AVERAGE,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['18MB-RR0184', '17-3474', '12-2079', '4223']","['20181214', '20170503', '20120113', '19990426']","['RERF', 'POOL', 'STOR', 'RERF']","['RE-ROOF', 'POOL', 'GARAGE', 'RE-ROOF']","['0', '32,200', '27,500', '0']",29.930437,-85.389088
04821-010-000,47 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),3893,1,2020,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; VINYL PLNK,"['19MB-RB0566', '19-0293', '19MB-RB0264', '18-0045']","['20191016', '20190521', '20190424', '20180810']","['POOL', 'RERF', 'REMO', 'NC']","['POOL/HOT TUB', 'RE-ROOF', 'REMODEL', 'SINGLE FAMILY']","['45,000', '0', '8,150', '460,000']",29.930385,-85.389387
04820-030-000,65 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2470,1,1995,SFR GOOD,VINYL,STAND SEAM,DRYWALL,,CLAY TILE,"['20MB-RB0254', '16-3201', '0505805', '9502349', '9501866']","['20200714', '20160725', '20050524', '19950317', '19950303']","['STOR', 'RERF', 'ADD', 'ROOF', 'NC']","['POLE BARN/SHED', 'RERF', 'ADDITION', 'ROOF', 'NEW CONST.']","['3,365', '0', '35,000', '0', '46,200']",29.930428,-85.390653
04820-020-000,69 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2902,1,1992,SFR AVERG,COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RB0376', '19MB-RR0017', '12-2149', '', '918694']","['20190621', '20190103', '20120502', '19911120', '19911120']","['STOR', 'RERF', 'ROOF', '', 'NC']","['STORAGE', 'RE-ROOF', 'ROOF', 'N/A', 'NEW CONST.']","['6,400', '0', '0', '0', '75,000']",29.930427,-85.390951
04820-010-000,73 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),1944,2,1979,SFR AVERG,BD/BTN ABV,CORG ASB,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,"['20MB-RR0060', '20MB-RB0190', '20MB-RB0209', '923870']","['20200603', '20200601', '20200527', '19920501']","['RERF', 'REMO', 'REMO', 'ROOF']","['RE-ROOF', 'REMODEL', 'REMODEL', 'ROOF']","['0', '18,000', '35,000', '0']",29.930463,-85.391261
