fulcrum_id,latitude,longitude,name_of_surveyor,date,type_of_disaster,_project,general_notes,photos,photos_caption,photos_url,overall_building_condition,building_address_sub_thoroughfare,building_address_thoroughfare,building_address_suite,building_address_locality,building_address_sub_admin_area,building_address_admin_area,building_address_postal_code,building_address_country,address_full,assessment_type,assessment_type_other,year_built,effective_year_built,number_of_stories,roof_shape,roof_shape_other,roof_cover,roof_cover_other,wall_cladding,wall_cladding_other,first_floor_elevation_ft,other_details,mwfrs,structural_framing_system_other,roof_sheathing_nail_spacing,roof_sheathing_nail_size,roof_sheathing_nail_size_other,roof_to_wall_connection,roof_to_wall_connection_other,opening_protection,opening_protection_other,garage_door,garage_door_location,garage_door_failure,other_structural_details,hazards_present,damage_modes_other,number_of_sides_used,damage_visible_in_photos,roof_cover_damage_,roof_sheathing_dmg,roof_structure_dmg,wall_cover_dmg,wall_sheathing_dmg,wall_structure_dmg,windows_dmg,doors_dmg,damage_description,water_height_inches,structure_usable,qc_id,qc_code,qc_notes
30da5460-94ea-4ae8-b1e5-48b2da042e58,25.759542,-80.269477,Landolf Rhode-Barbarigos,9/16/2017,Hurricane,CMMI-1761461,,"328ea60c-7463-4135-a7f0-caab4a315944,3e718c62-fb23-468b-b7d9-e7100217d65f",",",https://web.fulcrumapp.com/photos/view?photos=328ea60c-7463-4135-a7f0-caab4a315944%2C3e718c62-fb23-468b-b7d9-e7100217d65f,1,4501,SW 13 Ter,,Coral Gables,Miami-Dade,FL,33134,US,4501 SW 13 Ter Coral Gables Miami-Dade FL 33134 US,Single Family Residence,,1947,,,Complex,,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,,Unknown,no,,,,Wind,,,no,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Fernando Plaz,2a,Coordinates adjusted and address corrected. Overall building condition changed to minor.
61ae264b-75bd-4d13-bb37-69e02dfd0a46,25.729026,-80.266162,Landolf Rhode-Barbarigos,9/16/2017,Hurricane,CMMI-1761461,,"74ac52ce-a5fd-4ece-a603-7d18c8a492b2,bfe8100a-1a6f-474f-a7dd-fd046e4d48d1",",",https://web.fulcrumapp.com/photos/view?photos=74ac52ce-a5fd-4ece-a603-7d18c8a492b2%2Cbfe8100a-1a6f-474f-a7dd-fd046e4d48d1,1,600,Vilabella Ave,,Coral Gables,Miami-Dade,FL,33146,US,600 Vilabella Ave Coral Gables Miami-Dade FL 33146 US,Single Family Residence,,1953,1961,1,Hip/Gable,,Tile (clay),,Stucco,,0,,,,,Unknown,,Unknown,,,Unknown,yes,Either side of the windward wall,No,,Wind,,1,no,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Fernando Plaz,2a,Coordinates adjusted. Overall building condition changed to minor. Included garage door.
fcd924c4-cbcc-483f-a9fb-ba3d4d46ff56,25.712091,-80.310556,Landolf Rhode-Barbarigos,9/16/2017,Hurricane,CMMI-1761461,,1917d1b0-f323-470e-8889-5af2900eaee2,,https://web.fulcrumapp.com/photos/view?photos=1917d1b0-f323-470e-8889-5af2900eaee2,0,7200,SW 62nd St,,South Miami,Miami-Dade,FL,33143,US,7200 SW 62nd St South Miami Miami-Dade FL 33143 US,Single Family Residence,,1958,2000,1,Complex,,Standing Seam Metal,,Stucco,,0,,Unknown,,,Unknown,,,,,Unknown,yes,,No,,N/A,,1,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Fernando Plaz,2a,Changed Address. Changed damage mode to N/A.
63c6000e-4702-43af-b0bc-9511ee5e5d1e,25.61684,-80.318872,Landolf Rhode-Barbarigos,9/16/2017,Hurricane,CMMI-1761461,,"b052f9d6-c065-48ff-b48a-8e5be8c79f7a,e7142cde-ca46-4ad8-8b6b-b6e7bb024935,5ede83e2-747c-4a3f-bdac-535797e9aeb7",",,",https://web.fulcrumapp.com/photos/view?photos=b052f9d6-c065-48ff-b48a-8e5be8c79f7a%2Ce7142cde-ca46-4ad8-8b6b-b6e7bb024935%2C5ede83e2-747c-4a3f-bdac-535797e9aeb7,0,7805,SW 166th St,,Palmetto Bay,Miami-Dade,FL,33157,US,7805 SW 166th St Palmetto Bay Miami-Dade FL 33157 US,Single Family Residence,,1971,,1,Gable,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,"Impact-resistant glass,Shutters",,yes,Either side of the windward wall,No,,N/A,,3,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,0,yes,Fernando Plaz,2a,Coordinates adjusted and address corrected. Changed damage mode to N/A.
904f37cd-6b9b-4e7d-9fec-f88c7a697b3e,25.954844,-81.735682,Karthik Yarasuri,9/16/2017,Hurricane,CMMI-1761461,,"a5c624a5-297f-4c2f-ace2-0f753ef079bc,d578a227-cf5f-4a40-b543-fb1e9398dfe7,e9eb897e-4777-4511-ab07-cdf6dd6a679f,414e511c-a3fa-4e23-9098-2930a159f6db,e133a7ed-71db-417c-bbf3-c393b0260b85",",,,,",https://web.fulcrumapp.com/photos/view?photos=a5c624a5-297f-4c2f-ace2-0f753ef079bc%2Cd578a227-cf5f-4a40-b543-fb1e9398dfe7%2Ce9eb897e-4777-4511-ab07-cdf6dd6a679f%2C414e511c-a3fa-4e23-9098-2930a159f6db%2Ce133a7ed-71db-417c-bbf3-c393b0260b85,1,716,Hernando Dr.,,Marco Island,Collier,FL,34145,US,716 Hernando Dr. Marco Island Collier FL 34145 US,Single Family Residence,,1996,,1,Complex,,Tile (concrete),,Stucco,,0,,Unknown,,,Unknown,,Unknown,,Shutters,,yes,,No,,Wind,,3,yes,10,0%,0%,0%,0%,0%,0%,0%,"Minor damage to shingles. Screened-in porch at back of house was destroyed, but it was not part of the house structure.",,yes,Brett Davis,2a,"Address and coordinates adjusted. 
Updated year, number of stories, and garage door. 
Confirmed roof shape, roof cover, wall cladding, opening protection, and damage ratios. 
Structural framing system left unknown.
Effective year not available.
Added damage description.
Uploaded NOAA screenshot."
247a1d5c-7e82-4cf3-89b8-523700705f7e,25.955209,-81.736125,Karthik Yarasuri,9/16/2017,Hurricane,CMMI-1761461,,"c1ff32ed-d9b3-4bc9-97e8-b245eb00e425,cf1e26b3-3cc6-41ec-be18-4afa80962a20,ebcdb267-5352-4e3d-808d-f675021b9fb4,4a1a0d88-85f4-4492-9909-9b8f698a9d1b,46f8d536-98c1-49ac-a3df-570a37cfc7e8,8261a1cf-6f13-407a-a103-e62a6616f3e3,4b2ff36d-c32c-41e0-8793-6107fea3b784,d00dafdf-e13d-4497-86bf-a4a998b2bfd0,6effe434-18ec-4565-95bf-10c41b9d9798",",,,,,,,,",https://web.fulcrumapp.com/photos/view?photos=c1ff32ed-d9b3-4bc9-97e8-b245eb00e425%2Ccf1e26b3-3cc6-41ec-be18-4afa80962a20%2Cebcdb267-5352-4e3d-808d-f675021b9fb4%2C4a1a0d88-85f4-4492-9909-9b8f698a9d1b%2C46f8d536-98c1-49ac-a3df-570a37cfc7e8%2C8261a1cf-6f13-407a-a103-e62a6616f3e3%2C4b2ff36d-c32c-41e0-8793-6107fea3b784%2Cd00dafdf-e13d-4497-86bf-a4a998b2bfd0%2C6effe434-18ec-4565-95bf-10c41b9d9798,2,731,Hernando Dr,,Marco Island,Collier,FL,34145,US,731 Hernando Dr Marco Island Collier FL 34145 US,Single Family Residence,,1986,,1,Hip,,Asphalt shingles (laminated),,Wood panel siding,,0,Soffit is completely damaged. Whole insulation is sucked out by the wind. ,Wood-frame,,,Unknown,,Unknown,,None,,yes,,No,,Wind,,3,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,no,Brett Davis,2b,"Coordinates adjusted.
Updated year built.
Updated structural framing to wood frame (photos).
Roof shape changed from complex to hip (google maps).
Roof cover changed from 3-tab shingles to laminated shingles (photos).
Other inputs confirmed.
NOAA image added.

Damage ratios need to be adjusted."
ab6a519b-1e29-47aa-847e-15f66b3dbc85,25.955385,-81.735787,Kurt Gurley,9/16/2017,Hurricane,CMMI-1761461,,"9f44f26d-be77-41a2-8596-0f5878e31f9b,abf64474-92b9-4155-8da7-6a59d34c20cc,e1e71515-da5e-4dea-a32b-01bf80821c7a,3e0fba7d-96b1-4a4e-a7ae-d3b7c014150a,42e370df-3115-45d2-a8b8-c687ff2d8cac,a4b480da-6aa0-4f38-bebe-8354cf906ae0,b6bdcd13-b6f1-4e4b-9351-3068a1b8e985,11ddad52-c058-45c3-a06e-90634c814544,90a3da13-3c2e-4aa4-982b-1904735d1c05,6955dfe6-fa31-4e7d-8938-a2b044afa42a,316895fe-b348-47db-8d2d-46b53a3d8809,ed100e60-d677-4e1a-97f7-a0cf1ff47a2e,00d8a1f6-86ab-4fc4-aecd-e6f533c08411,fa7afb2b-3774-4e1f-b8ca-921ab60bd946,b59aaa32-f942-468a-a224-65667389c2ef,f932d0f7-e870-461c-a56e-ff57bdd64ca8,aa908ed5-416d-409b-9440-e8ad534c87e9,105307b0-df7a-416b-9144-128ef64c072d,3b6c6c08-4e42-427f-a451-c38c05766335,27524f08-1833-4320-86fb-43417b7f605d,e41c003b-e9b8-40a9-b25a-1f26f93f9233,b8f4faa6-6446-42bd-9ab3-eae9e0febb61,32652956-67e2-4961-91c7-2632eb7bc8da,c96a7ba7-5f81-4711-96b6-3c65210b0a32,c006d177-9dd4-4f70-b386-3b11deb88447,e59f8b4c-fdaf-4cee-972e-224d0dfc6282,91c09dcc-a0bb-477f-804b-d59b83493fa5,4c437a2d-a880-4aea-9f6a-b6b887a08092,d4d07985-9816-418c-bad1-7c387405de78,34ee6790-6f95-4697-a1fc-8ad2d1392f67,07af348f-7691-46eb-a60b-fade0451c178",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",https://web.fulcrumapp.com/photos/view?photos=9f44f26d-be77-41a2-8596-0f5878e31f9b%2Cabf64474-92b9-4155-8da7-6a59d34c20cc%2Ce1e71515-da5e-4dea-a32b-01bf80821c7a%2C3e0fba7d-96b1-4a4e-a7ae-d3b7c014150a%2C42e370df-3115-45d2-a8b8-c687ff2d8cac%2Ca4b480da-6aa0-4f38-bebe-8354cf906ae0%2Cb6bdcd13-b6f1-4e4b-9351-3068a1b8e985%2C11ddad52-c058-45c3-a06e-90634c814544%2C90a3da13-3c2e-4aa4-982b-1904735d1c05%2C6955dfe6-fa31-4e7d-8938-a2b044afa42a%2C316895fe-b348-47db-8d2d-46b53a3d8809%2Ced100e60-d677-4e1a-97f7-a0cf1ff47a2e%2C00d8a1f6-86ab-4fc4-aecd-e6f533c08411%2Cfa7afb2b-3774-4e1f-b8ca-921ab60bd946%2Cb59aaa32-f942-468a-a224-65667389c2ef%2Cf932d0f7-e870-461c-a56e-ff57bdd64ca8%2Caa908ed5-416d-409b-9440-e8ad534c87e9%2C105307b0-df7a-416b-9144-128ef64c072d%2C3b6c6c08-4e42-427f-a451-c38c05766335%2C27524f08-1833-4320-86fb-43417b7f605d%2Ce41c003b-e9b8-40a9-b25a-1f26f93f9233%2Cb8f4faa6-6446-42bd-9ab3-eae9e0febb61%2C32652956-67e2-4961-91c7-2632eb7bc8da%2Cc96a7ba7-5f81-4711-96b6-3c65210b0a32%2Cc006d177-9dd4-4f70-b386-3b11deb88447%2Ce59f8b4c-fdaf-4cee-972e-224d0dfc6282%2C91c09dcc-a0bb-477f-804b-d59b83493fa5%2C4c437a2d-a880-4aea-9f6a-b6b887a08092%2Cd4d07985-9816-418c-bad1-7c387405de78%2C34ee6790-6f95-4697-a1fc-8ad2d1392f67%2C07af348f-7691-46eb-a60b-fade0451c178,3,732,Hernando Dr,,Marco Island,Collier,FL,34145,US,732 Hernando Dr Marco Island Collier FL 34145 US,Single Family Residence,,1993,1993,3,Complex,,,Metal roof that looks old,Vinyl siding,,8.5,"Pay close attention to pics
Roof structural failure",Wood-frame,,n/a,,Staples!,Unknown,,None,,yes,Either side of the windward wall,No,,Wind,,,,30,20%,10%,20%,0%,0%,0%,0%,"Metal roof and sheathing in yard southwest of property
Significant soffit failure
Pool cage destroyed",,no,Aravind Viswanathan,2a,Editorial check. Adjusted coordinates. Assigned overall damage rating.
dbfe8473-28f2-4f75-9ffd-3b9b307e6104,26.7043973,-80.0335956,Jean-Paul Pinelli,9/16/2017,Hurricane,CMMI-1761461,,"1d8ba83a-4ce7-4f4f-9b7d-f08b1567f7b6,d35f7fd8-5a97-4e62-9292-fafd5eaeb0a3,efec8f55-9ecc-436f-ac23-442d8a3e016f,85a4079e-cf7f-4601-b2dd-2483f40f877e",",,,",https://web.fulcrumapp.com/photos/view?photos=1d8ba83a-4ce7-4f4f-9b7d-f08b1567f7b6%2Cd35f7fd8-5a97-4e62-9292-fafd5eaeb0a3%2Cefec8f55-9ecc-436f-ac23-442d8a3e016f%2C85a4079e-cf7f-4601-b2dd-2483f40f877e,1,330,South Ocean Blvd,,Palm Beach,Palm Beach,Florida,33480,United States,330 South Ocean Blvd Palm Beach Palm Beach Florida 33480 United States,Single Family Residence,,1977,,5,Flat,,,Unknown,Stucco,,0,,Masonry block (reinforced),,,Unknown,,,,Shutters,,no,,,,Wind,,3,yes,0,0%,0%,0%,0%,0%,10%,0%,A few sliders damaged. Probably interior damage,,yes,Fernando Plaz,2a,Included structural framing system. Overall damage condition was modified to minor damage based on the photos.
dba94f7b-8a7b-46af-95aa-eeaa97538508,27.244136,-80.8465488,Roberto Vicente,9/16/2017,Hurricane,CMMI-1761461,,"c159fa8c-1635-4eb4-97b9-d37d86ce98b5,c32d4c98-fadc-4bc3-b83e-551b699133fa,d988f896-1833-4bc9-a31f-bf807c0224c0",",,",https://web.fulcrumapp.com/photos/view?photos=c159fa8c-1635-4eb4-97b9-d37d86ce98b5%2Cc32d4c98-fadc-4bc3-b83e-551b699133fa%2Cd988f896-1833-4bc9-a31f-bf807c0224c0,2,1713-1761,Park Street,,Okeechobee,Okeechobee,Florida,34974,United States,1713-1761 Park Street Okeechobee Okeechobee Florida 34974 United States,Mobile Home,,,,1,Flat,,Metal shingle,,Sheet metal,,2,,Wood-frame,,n/a,Unknown,,Unknown,,None,,no,,No,,Wind,,2,yes,80,80%,20%,30%,30%,30%,90%,100%,Old mobile home unhabitable.,,no,Andrei Perim,2a,
19a97a46-0da6-453c-a7d8-b1be281b0a79,25.950337,-81.726056,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"b934289f-3bee-4a00-aaf0-897908e7052f,6dacebdc-5acc-4860-b7ab-51ae06fadfdb",",",https://web.fulcrumapp.com/photos/view?photos=b934289f-3bee-4a00-aaf0-897908e7052f%2C6dacebdc-5acc-4860-b7ab-51ae06fadfdb,1,510,E Joy Circle,,Marco Island,Collier,Florida,34145,US,510 E Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,2001,2001,1,"Hip,Complex",,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,Shutters,,yes,,No,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected.

Added complex to roof type.

Year built, effective year built, number of stories, structural framing system, opening protection field, garage door fields, damage mode, damage fully visible in pictures, number of sides used, can structure be used for intended purpose fields added"
682f9e99-498e-4628-bc57-31d112e549ee,25.949746,-81.726675,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"6aed19d7-b16c-4d9c-9634-71195b1365fe,24c32a1b-6b12-4814-9366-23c77e67e13a",",",https://web.fulcrumapp.com/photos/view?photos=6aed19d7-b16c-4d9c-9634-71195b1365fe%2C24c32a1b-6b12-4814-9366-23c77e67e13a,0,928,South Joy Circle,,Marco Island,Collier,Florida,34145,US,928 South Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,1982,1982,1,Hip,,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,,Decorative iron cages. ,yes,,Yes,,N/A,,1,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted. Editorial changes. Editorial changes to address.

Year built, effective year built, structural framing system, opening protection fields, garage door fields, damage mode, damage condition fully visible from photos, number of sides used added. "
f4362b6d-0c79-4c89-abca-0eaaaf24a4fd,25.949719,-81.726925,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,177fae8b-18ed-4672-b000-cac6a006d5c4,,https://web.fulcrumapp.com/photos/view?photos=177fae8b-18ed-4672-b000-cac6a006d5c4,0,918,South Joy Circle,,Marco Island,Collier,Florida,34145,US,918 South Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,1990,2011,1,Hip,,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,,,yes,,Unknown,,N/A,,0,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2b,"QC Code is 2b because it the address couldn't be confirmed. Information added using previously reported data and aerial picture. No street level pictures were provided.  Thus, some fields (opening protection fields) could not be determined due to lack of street views. 

Coordinates moved to 918 S Joy Circle. Editorial changes. 

Year built, effective year built, structural framing system, garage door fields, damage mode, number of sides used, damage condition fully visible from photos fields added. "
f61312e5-523c-40a1-872f-df0eb18cfb48,25.950047,-81.727268,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"dd3bad03-d93a-4989-987b-b69f53bbf249,3ac2104a-cb74-4116-b2f0-a1f6486c7483",",",https://web.fulcrumapp.com/photos/view?photos=dd3bad03-d93a-4989-987b-b69f53bbf249%2C3ac2104a-cb74-4116-b2f0-a1f6486c7483,1,481,Rio Court,,Marco Island,Collier,Florida,34145,US,481 Rio Court Marco Island Collier Florida 34145 US,Single Family Residence,,2005,2005,1,Hip,,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,None,,yes,,No,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected.

Year built, effective year built, structural framing system, opening protection fields, garage door fields, damage mode, number of sides used, damage condition fully visible from photos field added.  "
aae2d24d-861a-4f97-a171-873e6cdfda29,25.949671,-81.727751,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"6c677fdb-4779-4a82-8a20-13a31eacd496,1a20864d-336a-4f83-a205-b96802ad73dc,b9a76e0f-fcce-4307-bd85-42d932109714",",,",https://web.fulcrumapp.com/photos/view?photos=6c677fdb-4779-4a82-8a20-13a31eacd496%2C1a20864d-336a-4f83-a205-b96802ad73dc%2Cb9a76e0f-fcce-4307-bd85-42d932109714,0,470,Rio Court,,Marco Island,Collier,Florida,34145,US,470 Rio Court Marco Island Collier Florida 34145 US,Single Family Residence,,2002,2002,1,"Hip,Complex",,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,None,,yes,,No,,N/A,,2,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected.

Complex added to roof shape. 

Year built, effective year built, structural framing system, opening protection fields, garage door fields, other structural details field, damage mode, number of sides used, damage condition fully visible from photos, can structure be used for intended purpose field added. "
f8f60196-7804-40a4-898f-d214651de0f7,25.949271,-81.728191,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"b59247a3-edc2-41ca-bc3b-3132bf43e6b5,dd6db5b6-ce50-41e3-af76-d681608c1a3a,d6ea6dbd-d107-47ba-b514-2ef62565985c",",,",https://web.fulcrumapp.com/photos/view?photos=b59247a3-edc2-41ca-bc3b-3132bf43e6b5%2Cdd6db5b6-ce50-41e3-af76-d681608c1a3a%2Cd6ea6dbd-d107-47ba-b514-2ef62565985c,1,860,South Joy Circle,,Marco Island,Collier,Florida,34145,US,860 South Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,2000,2000,1,"Hip,Complex",,Tile (clay),,Stucco,,1,,Unknown,,,Unknown,,,,Shutters,,yes,,No,,Wind,,2,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted. Editorial changes. Editorial changes to address.

Year built, effective year built, first floor elevation, structural framing system, opening protection field, garage door fields, damage mode, number of sides used, damage condition fully visible from photos field added. "
c80a8fee-e64d-4174-86d3-436ab03fc788,25.949691,-81.728373,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"34e80906-9841-4833-a6f5-5f3099082971,c49e2ac2-f76e-43e4-b323-83d39c36bcce",",",https://web.fulcrumapp.com/photos/view?photos=34e80906-9841-4833-a6f5-5f3099082971%2Cc49e2ac2-f76e-43e4-b323-83d39c36bcce,0,467,West Joy Circle,,Marco Island,Collier,Florida,34145,US,467 West Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,2000,2000,2,"Hip/Gable,Complex",,Tile (clay),,Stucco,,1.75,,Unknown,,,Unknown,,,,None,,yes,,No,,N/A,,1,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected.

Year built, effective year built, first floor elevation, structural framing system, opening protection fields, garage door fields, damage mode, damage condition fully visible in photos field, number of sides used added. "
48d7478c-ad6b-4a1d-981b-aee997838da0,25.95011,-81.728438,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"3b0e99f0-a0d2-47da-a266-5bf7b79db0d4,088ece4e-e8b8-4098-a0d0-afe39afba19e",",",https://web.fulcrumapp.com/photos/view?photos=3b0e99f0-a0d2-47da-a266-5bf7b79db0d4%2C088ece4e-e8b8-4098-a0d0-afe39afba19e,0,479,West Joy Circle,,Marco Island,Collier,Florida,34145,US,479 West Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,1989,1989,1,"Hip,Complex",,Tile (clay),,Stucco,,1.75,,Unknown,,,Unknown,,,,None,,yes,,No,,N/A,,1,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected.

Year built, effective year built, first floor elevation, structural framing system, opening protection fields, garage door fields, damage mode, number of sides used, damage fully visible in photos field. "
5fdf4396-bd5e-4b44-ae4a-fff7f8dc73e5,25.9508,-81.728776,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"e37fa3f1-15e8-4cce-aef4-b81c0ec9de7c,2574037a-afa2-4b1b-9c8f-cfacccb0a29c,5a6bc951-f45c-4ca4-9f5b-0b3539f0e4e6",",,",https://web.fulcrumapp.com/photos/view?photos=e37fa3f1-15e8-4cce-aef4-b81c0ec9de7c%2C2574037a-afa2-4b1b-9c8f-cfacccb0a29c%2C5a6bc951-f45c-4ca4-9f5b-0b3539f0e4e6,1,498,West Joy Circle,,Marco Island,Collier,Florida,34145,US,498 West Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,2010,2010,2,Complex,,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,None,,yes,,No,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected. Editorial changes.

Number of stories changed from 3 to 2 based on county records. 

Year built, effective year built, structural framing system, opening protection fields, garage door fields, damage mode, number of sides used, damage fully visible in photo field added. "
418a7727-4258-49fb-91a4-a1b1c42f599c,25.94984,-81.728899,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"4ae0c4be-7e63-4398-9800-616ff38d101d,77749d5e-d7f2-43c8-997f-3f4d22c7a3e8,9c1715b7-0074-4b60-a4bf-d4681befe14a",",,",https://web.fulcrumapp.com/photos/view?photos=4ae0c4be-7e63-4398-9800-616ff38d101d%2C77749d5e-d7f2-43c8-997f-3f4d22c7a3e8%2C9c1715b7-0074-4b60-a4bf-d4681befe14a,1,474,West Joy Circle,,Marco Island,Collier,Florida,34145,US,474 West Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,1994,1994,2,"Hip,Complex",,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,None,,yes,,No,,Wind,,2,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected.

Number of stories changed from one to two based on county records. Added complex to roof shape. 

Year built, effective year built, structural framing system, opening protection fields, garage door fields, number of sides used, damage fully visible in photos, damage mode, can structure be used for intended purpose fields added. "
b71528d0-19b3-422d-86e5-a32d2ed5e18e,25.949406,-81.728888,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"26272921-ab94-45e1-872b-578e15fcaa86,47f588c6-2100-49ce-84f1-a69690c5d529",",",https://web.fulcrumapp.com/photos/view?photos=26272921-ab94-45e1-872b-578e15fcaa86%2C47f588c6-2100-49ce-84f1-a69690c5d529,1,462,West Joy Circle,,Marco Island,Collier,Florida,34145,US,462 West Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,1997,1997,1,"Hip,Complex",,Tile (clay),,Stucco,,2.25,,Unknown,,,Unknown,,,,None,,yes,,No,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted and address corrected. 

Complex added to roof shape. 

Year built, effective year built, structural framing system, opening protection fields, garage door fields, number of sides used, damage fully visible in photos field added. "
65ffb482-5607-4762-8215-af3c6ec00bcd,25.948789,-81.728542,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"61203849-90d6-4f1b-a7bd-4c5ff3376cea,9a0b28bd-fda2-4d8f-a149-055e2e7159ba,4f1b95fd-3164-40de-b0be-e7934babed08",",,",https://web.fulcrumapp.com/photos/view?photos=61203849-90d6-4f1b-a7bd-4c5ff3376cea%2C9a0b28bd-fda2-4d8f-a149-055e2e7159ba%2C4f1b95fd-3164-40de-b0be-e7934babed08,1,851,South Joy Circle,,Marco Island ,Collier,Florida,34145,US,851 South Joy Circle Marco Island  Collier Florida 34145 US,Single Family Residence,,1995,1995,1,"Hip,Complex",,Tile (clay),,Stucco,,1.75,,Unknown,,,Unknown,,,,None,,yes,,No,,Wind,,2,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted. Editorial changes to address.

Added complex to roof shape. 

Year built, effective year built, first floor elevation, structural framing system, opening protection fields, garage door fields, number of sides used, damage condition fully visible from photos. "
ee1ed8c7-ea15-4270-a2c0-e830f469423c,25.948697,-81.728261,Emilio Hong,9/16/2017,Hurricane,CMMI-1761461,,"922468c5-b345-4de7-89ac-fddd70e31c67,ddf82628-6af7-4e83-a9e5-1fd3adf5733b",",",https://web.fulcrumapp.com/photos/view?photos=922468c5-b345-4de7-89ac-fddd70e31c67%2Cddf82628-6af7-4e83-a9e5-1fd3adf5733b,1,861,South Joy Circle,,Marco Island,Collier,Florida,34145,US,861 South Joy Circle Marco Island Collier Florida 34145 US,Single Family Residence,,1997,1997,1,"Hip,Complex",,Tile (clay),,Stucco,,0,,Unknown,,,Unknown,,,,None,,yes,,No,,Wind,,1,no,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Robyn Manhard and Andrew Bartolini,2a,"Coordinates adjusted. Editorial changes. Editorial changes to address.

Complex added to roof shape. 

Year built, effective year built, structural framing system, opening protection fields, garage door fields, number of sides used, damage condition fully visible in the photos field added.  "
