Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,OccType,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Permit Number,Permit Issued Date,Permit Type,Permit Description,Permit Amount,Latitude,Longitude
31183-205-000,6210 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2430,2,2002,TWN AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,,,,,,30.153601,-85.752236
31183-203-000,6206 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2430,2,2002,TWN AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,,,,,,30.153566,-85.752065
31183-201-000,6202 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2726,2,2003,TWN AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,,,,,,30.153506,-85.751814
31165-000-000,6139 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1621,1,1970,SFR AVERG,CB STUCCO,COMP SHNGL,PLYWOOD; DRYWALL,,CORK/VTILE,,,,,,"['RR21-00115', '17-0360', '9614713']","['20210201', '20170417', '19961211']","['RERF', 'RENO', 'ADD']","['RE-ROOF', 'EXT RENO', 'ADDITION']","['0', '1,500', '2,200']",30.152536,-85.751898
31163-000-000,6131 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),4023,2,1980,SFR PILING,AVERAGE,STAND SEAM,DRYWALL,,SHT VINYL; CARPET,,,,,,"['RB19-00593', '16-0798', '9514490', '9514490', '93-4920']","['20190501', '20160617', '19951215', '19951215', '19930601']","['STOR', 'RERF', 'REP', 'REP', 'ROOF']","['STORAGE', 'RERF', 'REPAIRS', 'REPAIRS', 'ROOF']","['1,600', '0', '14,200', '14,200', '0']",30.152291,-85.751352
31161-000-000,6005 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),4798,2,1990,SFR AVG/GD,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,"['12-0142', '9703450', '9607780']","['20121101', '19970331', '19960628']","['RENO', 'XTRA', 'XTRA']","['INTER & EXTER', 'EXTRA FEAT', 'EXTRA FEAT']","['18,000', '4,900', '2,580']",30.151964,-85.750786
31154-020-000,5829 NORTH LAGOON DR B PANAMA CITY BEACH 32408,SINGLE FAM (000100),3219,3,1997,TWN AVG/GD,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-06082', 'B696']","['20190311', '20010412']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '11,000']",30.151471,-85.749746
31154-000-000,5825 NORTH LAGOON DR C PANAMA CITY BEACH 32408,SINGLE FAM (000100),3219,3,1998,TWN AVG/GD,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-06293', '9802639', '9706937']","['20190314', '19980313', '19970616']","['RERF', 'NC', 'NC']","['RE-ROOF', 'NEW CONST.', 'NEW CONST.']","['0', '234,500', '219,000']",30.151286,-85.749325
31152-000-000,5809 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2809,1,1992,SFR AVERG,WD FR STUC,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RR20-00125', '10-0112', '918249']","['20200210', '20100211', '19911112']","['RERF', 'RENO', 'NC']","['RE-ROOF', 'RENOVATION', 'NEW CONST.']","['0', '2,026', '58,000']",30.1512,-85.749257
31150-000-000,5757 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2644,1,1962,SFR AVERG,CONC BLOCK,BUILT-UP,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.150987,-85.748862
31140-000-000,2329 OAKWOOD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2060,1,1973,SFR AVERG,COMMON BRK,COMP SHNGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,['9804958'],['19980515'],['ROOF'],['ROOF'],['0'],30.160761,-85.755694
31139-000-000,2327 OAKWOOD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1565,1,1983,SFR GOOD,CEDAR,MODULAR MT,DRYWALL,,CLAY TILE; VINYL PLNK,,,,,,"['16-0243', '500263', '9604663']","['20160303', '20050202', '19960415']","['RERF', 'RERF', 'ROOF']","['RERF', 'RE-ROOF', 'ROOF']","['0', '0', '0']",30.160965,-85.755653
31135-000-000,2318 BEECH ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1352,1,1993,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-01238', '16-1268', '402581', '93-5574', '93-5576']","['20190114', '20161003', '20040930', '19930622', '19930622']","['RERF', 'RERF', 'REMO', 'NC', 'NC']","['RERF', 'RERF', 'REMODEL', 'NEW CONST.', 'NEW CONST.']","['0', '0', '1,686', '29,652', '30,009']",30.161333,-85.755302
31129-002-000,2324 OAKWOOD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1951,1,1983,SFR AVERG,PREFAB,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['401804', '9402550']","['20041116', '19940318']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '0']",30.16093,-85.756206
31128-050-000,2406 OAKWOOD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2087,1,1983,SFR AVERG,ABOVE AVG.,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['402070'],['20041227'],['REP'],['REPAIRS'],['0'],30.160554,-85.756183
31128-002-002,6027 ELM ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2205,1,2020,SFR AVG/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,['RB20-00623'],['20200430'],['NC'],['SINGLE FAMILY'],"['300,000']",30.160183,-85.756438
31128-000-000,6325 ELM ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2128,1,1979,SFR AVERG,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-06266', '500609']","['20190314', '20050323']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.160213,-85.755507
31126-020-000,6319 ELM ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1664,1,1983,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['18-05797', '4255']","['20181219', '20000412']","['RERF', 'ADD']","['RERF', 'ADDITION']","['0', '1,984']",30.160176,-85.755293
31126-010-000,6324 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1532,1,1980,SFR AVERG,PREFAB,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['08-0780'],['20080729'],['ROOF'],['ROOF'],['28'],30.15919,-85.755748
31126-000-000,6320 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),2156,2,1976,SFR AVERG,VINYL; STONE,COMP SHNGL,PLYWOOD,,SHT VINYL; CARPET,,,,,,['501317'],['20050627'],['RERF'],['RE-ROOF'],['0'],30.159204,-85.755496
31125-000-000,2420 BEECH ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),3120,2,1978,SFR AVERG,MOD METAL; CB STUCCO,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,['9605103'],['19960425'],['ROOF'],['ROOF'],"['2,500']",30.159228,-85.755273
31117-017-000,6416 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1540,1,2002,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['B329', 'B2341']","['20020208', '20011123']","['NC', 'NC']","['NEW CONST.', 'NEW CONST.']","['70,000', '72,000']",30.159243,-85.757056
31117-000-000,6328 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1400,1,1986,SFR AVERG,WD FR STUC,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,['B1874'],['20030820'],['NC'],['NEW CONST.'],"['97,094']",30.159196,-85.755982
31116-080-000,6418 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2069,1,2001,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE,,,,,,['DIS20-01791'],['20201008'],['RERF'],['RE-ROOF'],['0'],30.160984,-85.757003
31116-070-000,6416 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2063,1,2001,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.16118,-85.756986
31116-060-000,6404 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1836,1,2000,SFR GOOD,WD FR STUC,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['0404', '12563']","['20000114', '19991123']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '82,016']",30.161763,-85.757
31116-005-000,6400 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2061,1,1979,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,"['08-0590', 'B06-1423']","['20080530', '20061204']","['ADD', 'STOR']","['ADDITION', 'STORAGE']","['65', '0']",30.162183,-85.75679
31115-000-000,6340 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2176,1,1997,SFR AVERG,AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RR20-01127', '9600528', '9600528']","['20201201', '19960112', '19950616']","['RERF', 'NC', '']","['RE-ROOF', 'NEW CONST.', 'N/A']","['0', '26,544', '40,000']",30.162201,-85.756301
31113-000-000,6320 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2256,1,1997,SFR AVERG,COMMON BRK; VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,['9609999'],['19960801'],['NC'],['NEW CONST.'],"['60,000']",30.162193,-85.755855
31112-000-000,6318 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1535,1,1981,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,['17-0634'],['20170605'],['RERF'],['RERF'],['0'],30.162153,-85.755612
31093-000-000,6301 ELM ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2016,1,1984,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['DIS19-02415'],['20190123'],['RERF'],['RE-ROOF'],['0'],30.160149,-85.754395
31091-000-000,6300 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),632,1,1992,SFR AVERG,PREFAB,COMP SHNGL,DRYWALL,,SHT VINYL,,,,,,['91-6027'],['19910820'],['ADD'],['ADDITION'],"['3,456']",30.159226,-85.754125
31089-010-000,6308 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1212,1,1980,SFR AVERG,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['401818'],['20041117'],['RERF'],['RE-ROOF'],['0'],30.159146,-85.754647
31086-000-000,6544 PINE DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1622,1,1954,SFR AVERG,CB STUCCO,ENG SHINGL,PLASTER,,CLAY TILE; HARDWOOD,,,,,,,,,,,30.159444,-85.75416
31081-000-000,2713 REDWOOD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1980,1,1976,SFR AVERG,COMMON BRK; AVERAGE,MODULAR MT,DRYWALL,,HARDWOOD; CARPET,,,,,,"['18-0273', '9701772']","['20180309', '19970218']","['RERF', 'ADD']","['RERF', 'ADDITION']","['0', '6,500']",30.155496,-85.754003
31071-020-000,6122 LOQUAT AVE PANAMA CITY BEACH 32408,SINGLE FAM (000100),880,1,2020,DUPLEX,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE,,,,,,['RB19-02189'],['20191121'],['NC'],['DUPLEX'],['0'],30.155334,-85.752841
31070-070-000,2715 BANYAN ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2346,1,1985,SFR GOOD,WD FR STUC,MODULAR MT,DRYWALL,,HARDWOOD; CLAY TILE,,,,,,"['16-1496', 'B1072', '9513190']","['20161129', '20010607', '19951122']","['RERF', 'ADD', 'ROOF']","['RERF', 'ADDITION', 'ROOF']","['0', '19,000', '0']",30.155303,-85.753204
31070-045-000,6123 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),972,1,2001,DUPLEX,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['13-1432'],['20130918'],['RERF'],['RERF'],['0'],30.155641,-85.752766
31070-040-000,6121 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),972,1,2001,DUPLEX,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.155642,-85.752675
31070-035-000,6119 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),1052,1,2000,DUPLEX,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS18-1702', 'B448']","['20181114', '20000706']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '82,368']",30.155641,-85.752565
31070-025-000,6115 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),972,1,2001,DUPLEX,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['17-0574', '501284']","['20170621', '20050621']","['STOR', 'RERF']","['STORAGE', 'RE-ROOF']","['3,338', '0']",30.155641,-85.75232
31070-020-000,6113 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),972,1,2001,DUPLEX,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['19-01235', '401571']","['20190117', '20041018']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.155636,-85.752244
31068-000-000,6208 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),1560,1,1977,SFR AVERG,CONC BLOCK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['RR20-00223', '9514993']","['20200306', '19951229']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '0']",30.156038,-85.753284
31065-000-000,6220 ORANGE PLZ PANAMA CITY BEACH 32408,SINGLE FAM (000100),3240,2,2004,SFR AVG/GD,AVERAGE,ENG SHINGL,DRYWALL,,HARDWOOD; MARBLE,,,,,,"['DIS19-09208', 'DIS19-06210', 'B962']","['20190528', '20190313', '20040412']","['RENO', 'RERF', 'NC']","['INT RENO', 'RE-ROOF', 'NEW CONST.']","['8,520', '0', '229,463']",30.156064,-85.754008
31039-020-000,6212 SUNSET DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1368,2,2003,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['B1038'],['20030430'],['NC'],['NEW CONST.'],"['47,000']",30.15828,-85.753639
31039-010-000,6214 SUNSET DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1368,2,2003,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.158279,-85.753723
31038-000-000,6216 SUNSET DR F PANAMA CITY BEACH 32408,SINGLE FAM (000100),1368,2,2003,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['13-0530', 'B1217', 'B1218', 'B1219']","['20130712', '20030530', '20030530', '20030530']","['ADD', 'NC', 'NC', 'NC']","['ADDITION', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['20,000', '47,000', '47,000', '47,000']",30.15827,-85.753815
31037-030-000,6226 SUNSET DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1368,2,2003,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-03710', '3044193', '3044195', '3044196']","['20181204', '20030623', '20030623', '20030623']","['RERF', 'NOC', 'NOC', 'NOC']","['RERF', 'NOTICE COM', 'NOTICE COM', 'NOTICE COM']","['0', '0', '0', '0']",30.158276,-85.754219
31036-050-000,6236 SUNSET DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1960,2,2005,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['DIS19-02485'],['20190124'],['RERF'],['RE-ROOF'],['0'],30.158323,-85.754629
31036-040-000,6230 SUNSET DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1960,2,2005,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['DIS19-02603'],['20190125'],['RERF'],['RE-ROOF'],['0'],30.158319,-85.754371
31036-010-000,6228 SUNSET DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1536,2,2005,SFR AVG/GD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.158316,-85.7543
31031-060-000,6227 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1268,2,1983,TWN AVERG,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['DIS19-11067', '18-0870', '9703474']","['20190820', '20180723', '19970331']","['RERF', 'RERF', 'ROOF']","['RERF', 'RERF', 'ROOF']","['0', '0', '0']",30.158647,-85.75417
31031-020-000,6217 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1726,2,2003,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['3017811'],['20030317'],['NOC'],['NOTICE COM'],['0'],30.158542,-85.753784
31031-010-000,6219 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1404,2,2003,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['19-04670', '3017810']","['20190219', '20030317']","['RERF', 'NOC']","['RE-ROOF', 'NOTICE COM']","['0', '0']",30.158543,-85.753863
31031-000-000,6221 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1404,2,2003,SFR GOOD,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RF0862', 'RF0650', 'B0736', 'B0737', 'B0738', '9507368']","['20030611', '20030505', '20030321', '20030321', '20030321', '19950811']","['ROOF', 'ROOF', 'NC', 'NC', 'NC', 'REP']","['ROOF', 'ROOF', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.', 'REPAIRS']","['0', '0', '46,000', '46,000', '46,000', '10,000']",30.15854,-85.753939
31027-007-000,2601 BEECH ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1126,1,1986,DUPLEX,WD FR STUC,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['19-00086'],['20190125'],['RENO'],['RENOVATION'],"['15,560']",30.15734,-85.754873
31027-005-000,2603 BEECH ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1126,1,1986,DUPLEX,WD FR STUC,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['10-0083'],['20100129'],['RERF'],['RE-ROOF'],['0'],30.157259,-85.754866
31027-003-000,2617 BEECH ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1884,1,2006,TRI/QUADPX,AVERAGE,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['19-05502', '0402569']","['20190228', '20040929']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '404,564']",30.156696,-85.754839
31025-010-000,6321 POINCIANA DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),972,1,1997,DUPLEX,WD FR STUC,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,,,,,,30.155876,-85.754846
31025-000-000,6319 POINCIANA DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),972,1,1997,DUPLEX,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['18-04692', '9700499']","['20181211', '19970116']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '39,312']",30.155831,-85.754793
31018-025-000,2605 CYPRESS ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1304,1,1983,SFR AVERG,PREFAB,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,,,,,,"['14-1643', '9602585']","['20141106', '19960227']","['RERF', 'ROOF']","['METAL RERF', 'ROOF']","['0', '0']",30.157475,-85.755721
31018-020-000,2603 CYPRESS ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1260,1,1978,SFR AVERG,AVERAGE,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-11388', '12-0581']","['20190906', '20120612']","['RERF', 'STOR']","['RE-ROOF', 'CARPORT']","['0', '700']",30.157249,-85.755736
31018-010-020,2621 CYPRESS ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),996,1,2003,TRI/QUADPX,AVERAGE,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.157019,-85.755695
31018-010-000,2619 CYPRESS ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),996,1,2003,TRI/QUADPX,AVERAGE,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['B0826', 'RF126', 'B960']","['20030401', '20030131', '20020423']","['NC', 'ROOF', 'NC']","['NEW CONST.', 'ROOF', 'NEW CONST.']","['62,500', '0', '93,982']",30.157058,-85.755698
31014-000-000,2520 BEECH ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1464,1,1979,SFR GOOD,COMMON BRK,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['20PC-RB0942'],['20210114'],['NC'],['SINGLE FAMILY'],"['573,480']",30.157694,-85.755315
31009-000-000,2624 CYPRESS ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2375,1,1999,SFR AVERG,CB STUCCO,MODULAR MT,DRYWALL,,CARPET; HARDTILE,,,,,,"['RR20-00004', '99-02474']","['20200104', '19990310']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '105,000']",30.156899,-85.756179
31004-002-000,6331 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),2383,2,2007,TWN AVG/GD,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['18-04180'],['20181206'],['RERF'],['RERF'],['0'],30.158645,-85.756267
31001-020-000,6319 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1824,2,2005,TWN AVG/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['RR21-00088', '500103', '500189', '500190', '500191', '402512', '402999', '403001']","['20210126', '20050124', '20050124', '20050124', '20050124', '20041115', '20041115', '20041115']","['RERF', 'SIDG', 'SIDG', 'SIDG', 'SIDG', 'NC', 'NC', 'NC']","['RE-ROOF', 'SIDING', 'SIDING', 'SIDING', 'SIDING', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['0', '1,167', '1,167', '1,167', '1,167', '95,846', '95,846', '95,846']",30.158623,-85.755337
31001-010-000,6317 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1824,2,2005,TWN AVG/GD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,,,,,,"['X00190', '500103', '500189', '500191', '402512', '402999', '403001']","['20050124', '20050124', '20050124', '20050124', '20041115', '20041115', '20041115']","['SIDG', 'SIDG', 'SIDG', 'SIDG', 'NC', 'NC', 'NC']","['SIDING', 'SIDING', 'SIDING', 'SIDING', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['1,167', '1,167', '1,167', '1,167', '95,846', '95,846', '95,846']",30.15864,-85.755281
31001-000-000,6315 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1824,2,2005,TWN AVG/GD,WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['501465', '500103', '500189', '500190', '500191', '402512', '402999', '403001']","['20050519', '20050124', '20050124', '20050124', '20050124', '20041115', '20041115', '20041115']","['NC', 'SIDG', 'SIDG', 'SIDG', 'SIDG', 'NC', 'NC', 'NC']","['NEW CONST.', 'SIDING', 'SIDING', 'SIDING', 'SIDING', 'NEW CONST.', 'NEW CONST.', 'NEW CONST.']","['95,845', '1,167', '1,167', '1,167', '1,167', '95,846', '95,846', '95,846']",30.158636,-85.755205
30998-012-000,6405 CAUSEWAY RD PANAMA CITY BEACH 32408,SINGLE FAM (000100),1632,2,1985,TWN AVG/GD,WD FR STUC; ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['15-1280', '9500071']","['20151105', '19950104']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",30.158607,-85.756595
30994-030-000,6506 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1275,2,1985,TWN AVG/GD,ABOVE AVG.; WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,,,,,,30.156697,-85.756705
30994-020-000,6508 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1275,2,1985,TWN AVG/GD,ABOVE AVG.; WD FR STUC,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['12-0926'],['20120904'],['RERF'],['RERF'],['0'],30.156728,-85.756748
30987-010-000,6322 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2625,2,2019,SFR VRY/GD,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,['RB18-0791'],['20180706'],['NC'],['SINGLE FAMILY'],"['246,838']",30.155537,-85.755253
30987-000-000,6320 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2840,2,2019,SFR VRY/GD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,,,,,,"['18-0789', '18-0269', '9311810']","['20180706', '20180307', '19931203']","['NC', 'DEM', 'ADD']","['SINGLE FAMILY', 'DEMO', 'ADDITION']","['246,748', '0', '8,000']",30.155597,-85.755026
30986-010-000,6318 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),2351,2,1999,TWN AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,CARPET; HARDTILE,,,,,,"['DIS19-10392', '99-02462']","['20190718', '19990303']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '0']",30.15542,-85.754951
30985-000-000,6314 NORTH LAGOON DR PANAMA CITY BEACH 32408,SINGLE FAM (000100),1986,1,1989,SFR AVERG,COMMON BRK,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,['RR20-00508'],['20200605'],['RERF'],['RE-ROOF'],['0'],30.155245,-85.754785
30978-000-000,2817 BANYAN ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),3472,1,1977,SFR AVERG,VINYL; STONE,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,,,,,,"['DIS19-10400', 'RR18-1151']","['20190718', '20180924']","['RERF', 'RERF']","['RERF', 'RERF']","['0', '0']",30.154308,-85.753153
