Parcel ID,Address,Use Code,Square Footage,Stories,Year Built,Latitude,Longitude
13563-023-000,706  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2483.00,1,1977,30.19741642,-85.66816642
13563-024-000,710  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3106.00,2,1976,30.19726642,-85.66831642
13563-025-000,714  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3474.00,2,1976,30.19711642,-85.66846642
13563-026-000,718  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3634.00,1,1977,30.19696642,-85.66861642
13563-028-000,816  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),4084.00,1,1976,30.19501777,-85.67071167
13563-029-000,746  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3191.00,1,1976,30.19627947,-85.66924622
13563-030-000,742  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3876.00,1,1976,30.19636992,-85.66916708
13563-031-000,738  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3257.00,1,1976,30.19646036,-85.66908794
13563-032-000,734  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2861.00,1,1977,30.19655081,-85.6690088
13563-033-000,730  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3324.00,1,1978,30.19664125,-85.66892966
13563-034-000,726  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3196.00,1,1978,30.1967317,-85.66885052
13563-035-000,805  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2480.00,1,1977,30.19644375,-85.66883471
13563-040-000,815  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2621.00,1,1977,30.1946739,-85.67050498
13563-041-000,811  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),4074.00,1,1978,30.1947,-85.67048677
13563-042-000,807  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),4323.00,1,1977,30.1947,-85.67036797
13563-043-000,803  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2973.00,1,1976,30.19479452,-85.67012263
13563-044-000,745  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3151.00,1,1977,30.19602127,-85.66894064
13563-045-000,741  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2700.00,1,1977,30.19611067,-85.66886241
13563-046-000,737  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3216.00,1,1977,30.19620008,-85.66878418
13563-047-000,733  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3228.00,1,1978,30.19628949,-85.66870595
13563-048-000,729  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3441.00,1,1977,30.19637889,-85.66862772
13563-049-000,725  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3039.00,1,1979,30.1966,-85.6687
13563-050-000,723  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3813.00,1,1976,30.1961,-85.66708867
13563-051-000,719  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),4154.00,1,1978,30.1961,-85.66699982
13563-052-000,715  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3672.00,2,1976,30.1961,-85.66691097
13563-053-000,711  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2712.00,1,1978,30.1961,-85.66682212
13563-054-000,707  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3296.00,2,1976,30.1961,-85.66673327
13563-055-000,703  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),5023.00,1.5,1977,30.1961,-85.66664442
13565-000-000,1100  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),2334.00,1,1956,30.1884,-85.6819
13566-000-000,1102  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1547.00,1,1957,30.1884,-85.6819
13567-000-000,1104  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),3969.00,1,1957,30.1884,-85.6819
13568-000-000,1106  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1592.00,1,1957,30.1884,-85.6819
13569-000-000,1200  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1555.00,1,1957,30.1884,-85.6819
13570-000-000,1202  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1704.00,1,1957,30.1884,-85.6819
13571-000-000,1204  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),2051.00,1,1957,30.1884,-85.6819
13572-000-000,1206  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1840.00,1,1957,30.1884,-85.6819
13573-000-000,1208  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1784.00,1,1957,30.1884,-85.6819
13574-000-000,1210  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1431.00,1,1957,30.1884,-85.6819
13575-000-000,1212  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1584.00,1,1959,30.1884,-85.6819
13576-000-000,1214  EMORY DR   PANAMA CITY 32405,SINGLE FAM (000100),1696.00,1,1959,30.1884,-85.6819
13729-000-000,2802  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),3041.00,1,1965,30.19741837,-85.6753
13730-000-000,2800  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2586.00,1,1965,30.1974,-85.6755
13731-000-000,2716  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1691.00,1,1961,30.19668696,-85.6753
13732-000-000,2714  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2317.00,1,1965,30.19666957,-85.6753
13733-000-000,2710  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2021.00,1,1965,30.19663478,-85.6753
13734-000-000,2706  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2111.00,1,1959,30.1966,-85.6755
13735-000-000,2702  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2646.00,1,1965,30.1965578,-85.67530372
13736-000-000,1014  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),2586.00,1,1965,30.1968,-85.67583449
13737-000-000,1117  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1840.00,1,1967,30.19677956,-85.67847956
13738-000-000,1113  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1796.00,1,1967,30.19672652,-85.67842652
13739-000-000,1109  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1840.00,1,1967,30.19653725,-85.67851625
13740-000-000,1105  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2014.00,1,1967,30.19628725,-85.67816625
13742-000-000,903  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3139.00,1,1968,30.1966,-85.67069694
13743-000-000,911  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3361.00,1,1968,30.1966,-85.67148468
13744-000-000,915  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3288.00,1,1968,30.1966,-85.67187856
13745-000-000,919  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3331.00,1,1968,30.19665731,-85.67230636
13746-000-000,923  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2291.00,1,1967,30.1967,-85.6726564
13747-000-000,927  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3785.00,1,1967,30.19683304,-85.6731133
13748-000-000,929  ANDREW CIR   PANAMA CITY 32405,SINGLE FAM (000100),4059.00,2,2006,30.19710571,-85.67344571
13749-000-000,931  ANDREW CIR   PANAMA CITY 32405,SINGLE FAM (000100),4778.00,1,1969,30.19709755,-85.67345184
13750-000-000,933  ANDREW CIR   PANAMA CITY 32405,SINGLE FAM (000100),4235.00,1,1967,30.19708939,-85.67345796
13751-000-000,937  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3102.00,1,1967,30.19735714,-85.67362857
13752-000-000,939  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2785.00,1,1967,30.19727136,-85.67387433
13753-000-000,941  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3410.00,1,1966,30.19735707,-85.67401718
13754-000-000,943  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),1942.00,1,1966,30.19736552,-85.67465565
13755-010-000,947  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),3240.00,2,1972,30.19732113,-85.67467044
13755-020-000,949  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),3978.00,2,1969,30.19729894,-85.67467784
13756-000-000,951  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),2328.00,1,1970,30.19727675,-85.67468524
13757-000-000,953  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),2696.00,1,1967,30.19728125,-85.67468298
13758-000-000,955  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),2475.00,2,1969,30.19726032,-85.67469344
13759-000-000,957  HUNTINGDON CIR   PANAMA CITY 32405,SINGLE FAM (000100),2003.00,1,1966,30.1972394,-85.67470391
13760-000-000,961  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3445.00,1,1966,30.19775177,-85.67463821
13761-000-000,963  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3120.00,1,1968,30.19778294,-85.67468496
13762-000-000,2804  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),4275.00,1,1966,30.19743673,-85.6753
13763-000-000,2908  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2015.00,1,1970,30.19836531,-85.6753
13764-000-000,2900  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),3517.00,1,1967,30.1983,-85.6755
13765-000-000,966  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3339.00,2,1966,30.19808742,-85.67442058
13766-000-000,962  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3748.00,1,1969,30.19801375,-85.67431007
13767-000-000,958  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2989.00,1,1972,30.19794008,-85.67419957
13767-009-000,954  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2676.00,1,1972,30.1975,-85.6742
13767-010-000,950  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2842.00,1,1970,30.19774675,-85.67427013
13767-020-000,918  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2552.00,1,1971,30.197,-85.67179747
13768-000-000,946  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2666.00,1,1969,30.19744286,-85.67377143
13769-000-000,942  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2892.00,1,1969,30.19744293,-85.67338282
13770-000-000,938  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3207.00,1,1969,30.1969,-85.6732
13770-010-000,934  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2332.00,1,1971,30.19702747,-85.67305494
13771-000-000,930  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2937.00,1,1969,30.1969,-85.67276066
13771-010-000,926  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2325.00,1,1972,30.19708362,-85.67239831
13772-000-000,922  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2619.00,1,1969,30.19702001,-85.67208024
13773-000-000,914  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3088.00,1,1969,30.197,-85.6714731
13773-010-000,910  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3430.00,1,1976,30.197,-85.67114873
13774-000-000,906  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2680.00,1,1969,30.197,-85.67082437
13775-000-000,902  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2938.00,1,1969,30.1966,-85.6705
13777-000-000,2807  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3868.00,1,1972,30.19756654,-85.66971631
13778-000-000,755  ROSEMONT DR   PANAMA CITY 32405,SINGLE FAM (000100),3248.00,1,1975,30.1999,-85.66778125
13778-010-000,2802  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),2937.00,1,1970,30.19689204,-85.66972512
13779-000-000,2806  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),2720.00,1,1970,30.19728369,-85.66943346
13779-010-000,2810  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3573.00,1,1970,30.1976,-85.6694
13779-020-000,2814  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3178.00,1,1970,30.1978683,-85.66889948
13779-030-000,2818  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3166.00,1,1970,30.1984,-85.6687
13779-040-000,2822  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3375.00,1,1971,30.19829434,-85.66852282
13779-050-000,2826  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3020.00,1,1972,30.19836585,-85.66845131
13779-080-000,2838  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),2965.00,1,1973,30.19858039,-85.66823677
13779-090-000,2842  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),2885.00,1,1972,30.1986519,-85.66816526
13779-100-000,2846  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3254.00,1,1972,30.19872342,-85.66809374
13780-000-000,2815  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3790.00,1,1971,30.19826503,-85.66908385
13780-010-000,2811  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3263.00,1,1971,30.1978,-85.6694
13781-000-000,2819  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3692.00,1,1973,30.1984,-85.6687
13781-010-000,2823  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3896.00,1,1973,30.19856134,-85.6688215
13781-020-000,2827  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),2987.00,1,1973,30.19858126,-85.66880158
13781-030-000,2831  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),3007.00,1,1972,30.19860119,-85.66878166
13781-040-000,2835  MALONE DR   PANAMA CITY 32405,SINGLE FAM (000100),2800.00,1,1972,30.19862111,-85.66876174
13782-000-000,764  ROSEMONT DR   PANAMA CITY 32405,SINGLE FAM (000100),3852.00,1,1973,30.2001,-85.66797813
13783-000-000,760  ROSEMONT DR   PANAMA CITY 32405,SINGLE FAM (000100),3437.00,1,1974,30.2003,-85.66795484
13783-001-000,756  ROSEMONT DR   PANAMA CITY 32405,SINGLE FAM (000100),3701.00,1,1974,30.2003,-85.66786452
13783-003-000,763  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),3324.00,1,1977,30.2028,-85.66849495
13783-004-000,767  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),2656.00,1,1977,30.2028,-85.66853333
13783-005-000,771  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),2545.00,1,1977,30.2028,-85.66857172
13783-008-010,805  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),4443.00,1,1979,30.2028,-85.66889798
13783-008-020,807  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),2308.00,1,1991,30.2028,-85.66891717
13783-009-000,815  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),4046.00,2,1977,30.2028,-85.66899394
13783-010-000,811  LONGWOOD CIR S  PANAMA CITY 32405,SINGLE FAM (000100),2728.00,1,1978,30.2028,-85.66895556
13783-012-000,2911  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),3162.00,1.5,1982,30.20110398,-85.6703256
13783-013-000,2915  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),3118.00,1,1983,30.20114135,-85.67034428
13783-014-000,2919  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),2871.00,1,1978,30.20117872,-85.67036297
13783-015-000,3003  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),2291.00,1,1978,30.20212414,-85.6704
13783-016-000,3007  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),2051.00,1,1977,30.20217242,-85.6704
13783-017-000,3011  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),2225.00,1,1977,30.2022207,-85.6704
13783-018-000,3015  LONGWOOD CIR   PANAMA CITY 32405,SINGLE FAM (000100),2318.00,1,1978,30.20226898,-85.6704
13783-019-000,814  LONGWOOD CIR N  PANAMA CITY 32405,SINGLE FAM (000100),2287.00,1,1978,30.2032,-85.66899394
13783-020-000,810  LONGWOOD CIR N  PANAMA CITY 32405,SINGLE FAM (000100),2850.00,1,1978,30.2032,-85.66895556
13783-020-050,804  LONGWOOD CIR N  PANAMA CITY 32405,SINGLE FAM (000100),4460.00,1,1988,30.2032,-85.66889798
